"SITE"	"NAME"	"LAT"	"LON"	"SPECIES"	"ELE"	"CATEGORY"	"RWL"	"RESPONSIBLE"	"NO_TREES"	"FIRST_YEAR"	"LAST_YEAR"	"AGE"	"TREE_TYPE"	"CWB"
"P000150PCAB"	"JET"	50.8503247	14.3582067	"PCAB"	"200"	"acid"	"JET.rwl"	"cada@fld.czu.cz"	38	1716	2018	303	"Conifer"	14.588648865136
"P000151PISY"	"RUZ"	50.8896833	14.4129667	"PISY"	"425"	"extreme"	"RUZ.rwl"	"cada@fld.czu.cz"	47	1713	2018	306	"Conifer"	21.4069003571942
"P000153PCAB"	"SIS"	50.7563453	15.6447689	"PCAB"	"1320"	"extreme"	"SIS.rwl"	"treml@natur.cuni.cz"	44	1799	2018	220	"Conifer"	69.1186810604731
"P000154PCAB"	"POL"	49.79232	15.7547	"PCAB"	"580"	"rich"	"POL.rwl"	"treml@natur.cuni.cz"	40	1870	2019	150	"Conifer"	16.6337539636344
"P000155PCAB"	"KRA"	50.2038636	16.8456594	"PCAB"	"1300"	"extreme"	"KRA.rwl"	"treml@natur.cuni.cz"	42	1741	2011	271	"Conifer"	45.2017471943299
"P000156PCAB"	"DIV"	50.0795231	17.2140553	"PCAB"	"1300"	"extreme"	"DIV.rwl"	"treml@natur.cuni.cz"	44	1812	2018	207	"Conifer"	47.6509002411366
"P000157PISY"	"SUV"	50.15623	17.34525	"PISY"	"940"	"extreme"	"SUV.rwl"	"cada@fld.czu.cz"	50	1605	2018	414	"Conifer"	36.653181672593
"P000201PCAB"	"lvi_dul_900"	50.7177103	15.7724911	"PCAB"	"900"	"acid"	"lvi900PCAB.rwl"	"treml@natur.cuni.cz"	20	1916	2012	97	"Conifer"	59.6203204777837
"P000202PCAB"	"zp_1100"	50.7187767	15.6632875	"PCAB"	"1100"	"acid"	"zp1100PCAB.rwl"	"treml@natur.cuni.cz"	20	1796	2010	215	"Conifer"	66.2348429419597
"P000203PCAB"	"lvi_dul_1200"	50.7173433	15.7575886	"PCAB"	"1250"	"acid"	"lvi1200PCAB.rwl"	"treml@natur.cuni.cz"	21	1769	2011	243	"Conifer"	60.5916466968258
"P000205PCAB"	"bilop_1200"	50.0720856	17.2448056	"PCAB"	"1250"	"acid"	"bilop1200PCAB.rwl"	"treml@natur.cuni.cz"	13	1648	2011	364	"Conifer"	47.1339352160692
"P000206PCAB"	"divdul_900"	50.0779314	17.1936933	"PCAB"	"900"	"extreme"	"divdul900PCAB.rwl"	"treml@natur.cuni.cz"	20	1916	2011	96	"Conifer"	45.375913567543
"P000207PCAB"	"bilop_900"	50.0816561	17.2896092	"PCAB"	"900"	"acid"	"bilop900PCAB.rwl"	"treml@natur.cuni.cz"	16	1852	2011	160	"Conifer"	43.6470926484714
"P000208PCAB"	"kral_1300"	50.2045228	16.8463458	"PCAB"	"1350"	"extreme"	"kral1300PCAB.rwl"	"treml@natur.cuni.cz"	21	1889	2011	123	"Conifer"	45.2017471943299
"P000209PCAB"	"kral_1200"	50.203005	16.8453589	"PCAB"	"1250"	"acid"	"kral1200PCAB.rwl"	"treml@natur.cuni.cz"	20	1741	2011	271	"Conifer"	45.2017471943299
"P000210PCAB"	"kral_1100"	50.1987953	16.8409817	"PCAB"	"1100"	"moist"	"kral1100PCAB.rwl"	"treml@natur.cuni.cz"	22	1783	2011	229	"Conifer"	44.4480390409629
"P000211PCAB"	"kep_1300"	50.1769481	17.11695	"PCAB"	"1350"	"extreme"	"kep1300PCAB.rwl"	"treml@natur.cuni.cz"	26	1816	2011	196	"Conifer"	46.0572544997931
"P000212PCAB"	"kep_1200"	50.1777864	17.11798	"PCAB"	"1250"	"acid"	"kep1200PCAB.rwl"	"treml@natur.cuni.cz"	19	1796	2011	216	"Conifer"	46.0572544997931
"P000213PCAB"	"kep_1100"	50.18004	17.1247178	"PCAB"	"1100"	"moderate"	"kep1100PCAB.rwl"	"treml@natur.cuni.cz"	16	1839	2011	173	"Conifer"	45.3173893410464
"P000214PCAB"	"divdul_1100"	50.0797422	17.20336	"PCAB"	"1100"	"moist"	"divdul1100PCAB.rwl"	"treml@natur.cuni.cz"	22	1838	2011	174	"Conifer"	47.6509002411366
"P000215PCAB"	"bilop_1100"	50.0777181	17.2615425	"PCAB"	"1100"	"acid"	"bilop1100PCAB.rwl"	"treml@natur.cuni.cz"	21	1752	2011	260	"Conifer"	48.0112466260294
"P000216PCAB"	"lvi_dul_1300"	50.7364547	15.7573528	"PCAB"	"1350"	"extreme"	"lvi1300PCAB.rwl"	"treml@natur.cuni.cz"	30	1687	2010	324	"Conifer"	62.6061494056384
"P000217PCAB"	"zp_1200"	50.7181992	15.6692636	"PCAB"	"1200"	"extreme"	"zp1200PCAB.rwl"	"treml@natur.cuni.cz"	20	1829	2011	183	"Conifer"	66.2348429419597
"P000218PCAB"	"lvi_dul_1100"	50.7156586	15.7676308	"PCAB"	"1100"	"acid"	"lvi1100PCAB.rwl"	"treml@natur.cuni.cz"	14	1825	2011	187	"Conifer"	60.5916466968258
"P000219PCAB"	"kral_900"	50.1834569	16.8412392	"PCAB"	"900"	"acid"	"kral900PCAB.rwl"	"treml@natur.cuni.cz"	26	1917	2011	95	"Conifer"	42.8573593997459
"P000220PCAB"	"kep_900"	50.1850825	17.1357469	"PCAB"	"900"	"acid"	"kep900PCAB.rwl"	"treml@natur.cuni.cz"	27	1825	2012	188	"Conifer"	42.3065866889308
"P000221PISY"	"vysvrch_PISY"	50.52858	14.59277	"PISY"	"420"	"extreme"	"vysvrch_PISY.rwl"	"treml@natur.cuni.cz"	17	1842	2010	169	"Conifer"	2.28329404410906
"P000222PCAB"	"blj1_ahl"	50.7399569	15.6638792	"PCAB"	"1270"	"extreme"	"blj1_ahl.rwl"	"treml@natur.cuni.cz"	22	1880	2012	133	"Conifer"	68.2103958978256
"P000223PCAB"	"bls1_ahl"	50.7354211	15.6612183	"PCAB"	"1260"	"extreme"	"bls1_ahl.rwl"	"treml@natur.cuni.cz"	15	1855	2012	158	"Conifer"	68.2103958978256
"P000224PCAB"	"luj2_tl"	50.7236453	15.6805517	"PCAB"	"1490"	"extreme"	"luj2_tl.rwl"	"treml@natur.cuni.cz"	45	1920	2012	93	"Conifer"	66.899620107015
"P000225PCAB"	"luj1_ahl"	50.7214175	15.6748011	"PCAB"	"1315"	"acid"	"luj1_ahl.rwl"	"treml@natur.cuni.cz"	41	1947	2010	64	"Conifer"	66.899620107015
"P000226PCAB"	"kots_tl"	50.7545456	15.5271617	"PCAB"	"1400"	"extreme"	"kots_tl.rwl"	"treml@natur.cuni.cz"	35	1944	2014	71	"Conifer"	70.6808322226505
"P000227PCAB"	"kotj_tl"	50.7515183	15.5245331	"PCAB"	"1410"	"extreme"	"kotj_tl.rwl"	"treml@natur.cuni.cz"	29	1949	2013	65	"Conifer"	67.7446732440591
"P000228PCAB"	"sj2_tl"	50.7582717	15.6606497	"PCAB"	"1360"	"extreme"	"sj2_tl.rwl"	"treml@natur.cuni.cz"	42	1903	2014	112	"Conifer"	68.8569257918994
"P000229PCAB"	"pet1_otl"	50.0690136	17.2333078	"PCAB"	"1430"	"extreme"	"pet1_otl.rwl"	"treml@natur.cuni.cz"	48	1888	2014	127	"Conifer"	47.8383444818482
"P000230PCAB"	"pra1_otl"	50.0817483	17.2280614	"PCAB"	"1465"	"extreme"	"pra1_otl.rwl"	"treml@natur.cuni.cz"	35	1904	2013	110	"Conifer"	49.722885598441
"P000231PCAB"	"vhs2_tl"	50.0648172	17.2415661	"PCAB"	"1390"	"extreme"	"vhs2_tl.rwl"	"treml@natur.cuni.cz"	39	1920	2013	94	"Conifer"	45.2889049229523
"P000232PCAB"	"vhs1_otl"	50.0638656	17.2398094	"PCAB"	"1425"	"extreme"	"vhs1_otl.rwl"	"treml@natur.cuni.cz"	34	1937	2013	77	"Conifer"	45.2889049229523
"P000233PCAB"	"vhj2_tl"	50.0557794	17.2232869	"PCAB"	"1380"	"extreme"	"vhj2_tl.rwl"	"treml@natur.cuni.cz"	45	1931	2015	85	"Conifer"	42.4347418916225
"P000234PCAB"	"vhj1_otl"	50.0571847	17.2248319	"PCAB"	"1425"	"extreme"	"vhj1_otl.rwl"	"treml@natur.cuni.cz"	42	1910	2014	105	"Conifer"	42.4347418916225
"P000235PCAB"	"vk2_tl"	50.7724544	15.5606033	"PCAB"	"1415"	"extreme"	"vk2_tl.rwl"	"treml@natur.cuni.cz"	38	1873	2013	141	"Conifer"	75.5105345208446
"P000236PCAB"	"pra2_tl"	50.0806744	17.2252717	"PCAB"	"1430"	"extreme"	"pra2_tl.rwl"	"treml@natur.cuni.cz"	47	1884	2014	131	"Conifer"	49.722885598441
"P000237PCAB"	"vhs3_ahl"	50.06786	17.2449164	"PCAB"	"1345"	"extreme"	"vhs3_ahl.rwl"	"treml@natur.cuni.cz"	43	1840	2013	174	"Conifer"	47.1339352160692
"P000238PCAB"	"sj1_ahl"	50.7576339	15.6601992	"PCAB"	"1320"	"extreme"	"sj1_ahl.rwl"	"treml@natur.cuni.cz"	41	1799	2013	215	"Conifer"	68.8569257918994
"P000239PCAB"	"pet3_ahl"	50.071985	17.2313017	"PCAB"	"1365"	"acid"	"pet3_ahl.rwl"	"treml@natur.cuni.cz"	42	1887	2013	127	"Conifer"	47.8383444818482
"P000240PCAB"	"kotj_ahl"	50.7481242	15.525445	"PCAB"	"1280"	"extreme"	"kotj_ahl.rwl"	"treml@natur.cuni.cz"	44	1894	2013	120	"Conifer"	67.7446732440591
"P000241PCAB"	"zp_ahl"	50.7166625	15.6699303	"PCAB"	"1310"	"acid"	"zp_ahl.rwl"	"treml@natur.cuni.cz"	42	1839	2014	176	"Conifer"	65.1706123238057
"P000242PCAB"	"pra3_ahl"	50.0797931	17.2229758	"PCAB"	"1405"	"acid"	"pra3_ahl.rwl"	"treml@natur.cuni.cz"	41	1841	2013	173	"Conifer"	49.722885598441
"P000243PCAB"	"pet2_tl"	50.07151	17.2320847	"PCAB"	"1375"	"extreme"	"pet2_tl.rwl"	"treml@natur.cuni.cz"	36	1890	2014	125	"Conifer"	47.8383444818482
"P000244PCAB"	"vhj_ahl"	50.0556347	17.2217314	"PCAB"	"1360"	"extreme"	"vhj_ahl.rwl"	"treml@natur.cuni.cz"	44	1836	2013	178	"Conifer"	42.4347418916225
"P000245PCAB"	"lys_ahl"	50.7567039	15.5123344	"PCAB"	"1290"	"acid"	"lys_ahl.rwl"	"treml@natur.cuni.cz"	46	1884	2014	131	"Conifer"	69.1700698737303
"P000246PCAB"	"lus_tl"	50.7301517	15.6822039	"PCAB"	"1490"	"extreme"	"lus.rwl"	"treml@natur.cuni.cz"	42	1951	2014	64	"Conifer"	67.8548297971487
"P000247PCAB"	"vk_ahl"	50.7703239	15.5607964	"PCAB"	"1310"	"acid"	"vk_ahl.rwl"	"treml@natur.cuni.cz"	46	1870	2013	144	"Conifer"	73.1292519632975
"P000248PCAB"	"novodomske_PCAB"	50.5399972	13.2817967	"PCAB"	"820"	"moist"	"novodvorske.rwl"	"treml@natur.cuni.cz"	19	1866	2013	148	"Conifer"	25.7697911898668
"P000249PCAB"	"zbe_PISY"	50.0571744	13.9032572	"PISY"	"330"	"moderate"	"zbe_pisy1.rwl"	"treml@natur.cuni.cz"	30	1874	2019	146	"Conifer"	-4.45156368285418
"P000250PCAB"	"adr_PISY"	50.6033069	16.1156317	"PISY"	"610"	"acid"	"adr_PISY1.rwl"	"treml@natur.cuni.cz"	20	1770	2019	250	"Conifer"	18.9979083624731
"P000251PCAB"	"cert_hrbet"	50.7401106	15.6772583	"PCAB"	"1220"	"acid"	"cert1200.rwl"	"treml@natur.cuni.cz"	11	1782	2011	230	"Conifer"	68.2852167338133
"P000252PISY"	"tis_kamen"	50.57877	14.45313	"PISY"	"415"	"acid"	"tiskamen_PISY.rwl"	"treml@natur.cuni.cz"	16	1857	2011	155	"Conifer"	2.22055731227001
"P000253PISY"	"sup_hora"	50.48799	14.52754	"PISY"	"385"	"acid"	"suphora_skalPISY.rwl"	"treml@natur.cuni.cz"	19	1838	2011	174	"Conifer"	0.698951700851321
"P000254PISY"	"sup_hora_kontr"	50.49064	14.52566	"PISY"	"370"	"extreme"	"suphora_normaliPISY.rwl"	"treml@natur.cuni.cz"	18	1868	2011	144	"Conifer"	0.0440203872447213
"P000255PISY"	"pod_vlhosti"	50.59933	14.44903	"PISY"	"390"	"acid"	"pod_vlhostiPISY.rwl"	"treml@natur.cuni.cz"	20	1895	2011	117	"Conifer"	2.89671281990285
"P000256PISY"	"mala_vlhost"	50.59544	14.45688	"PISY"	"420"	"extreme"	"mala_vlhostPISY.rwl"	"treml@natur.cuni.cz"	18	1814	2010	197	"Conifer"	2.66060919937988
"P000257PCAB"	"vosecka"	50.7803278	15.5082381	"PCAB"	"1180"	"moist"	"vosecka.rwl"	"treml@natur.cuni.cz"	14	1841	2011	171	"Conifer"	73.5186551799377
"P000258PCAB"	"harrach"	50.7569022	15.5533706	"PCAB"	"1100"	"extreme"	"hj1.rwl"	"treml@natur.cuni.cz"	34	1718	2012	295	"Conifer"	71.3852116592725
"P000259PISY"	"pravbr"	50.88435	14.28109	"PISY"	"400"	"extreme"	"pravbr_vt.rwl"	"treml@natur.cuni.cz"	44	1851	2013	163	"Conifer"	17.2240960192649
"P000260PISY"	"vilsten_k"	50.85652	14.39999	"PISY"	"435"	"acid"	"vilstenK_vt.rwl"	"treml@natur.cuni.cz"	29	1806	2013	208	"Conifer"	17.7098325601034
"P000261PISY"	"vilsten"	50.86382	14.40449	"PISY"	"250"	"acid"	"vilstena_VT.rwl"	"treml@natur.cuni.cz"	43	1816	2014	199	"Conifer"	20.1352989890551
"P000262PISY"	"pravbr_k"	50.88261	14.27895	"PISY"	"305"	"acid"	"pravbrK.rwl"	"treml@natur.cuni.cz"	30	1852	2013	162	"Conifer"	17.2240960192649
"P000801QURO"	"Slunec_stran"	50.635	14.07111	"QUsp"	"383"	"moderate"	"sls-QURO.rwl"	"treml@tur.cuni.cz"	22	1813	2020	208	"Broadleaf"	-3.78751958126823
"P000802FASY"	"Studenec"	50.83111	14.45778	"FASY"	"678"	"rich"	"stu-FASY.rwl"	"treml@tur.cuni.cz"	20	1848	2020	173	"Broadleaf"	23.3927924641718
"P000803PCAB"	"Vlhost"	50.60028	14.45417	"PCAB"	"543"	"acid"	"vlh-PCAB.rwl"	"treml@tur.cuni.cz"	20	1883	2020	138	"Conifer"	2.89671281990285
"P000804QURO"	"Vlhost"	50.58889	14.43361	"QUsp"	"443"	"acid"	"vlo-QURO.rwl"	"treml@tur.cuni.cz"	23	1859	2020	162	"Broadleaf"	2.64304056682934
"P000805FASY"	"Vlhost"	50.60083	14.45444	"FASY"	"560"	"acid"	"vlf-FASY.rwl"	"treml@tur.cuni.cz"	20	1860	2020	161	"Broadleaf"	2.89671281990285
"P000807PCAB"	"Stribrny_Roh"	50.68611	14.21306	"PCAB"	"397"	"moderate"	"str-PCAB.rwl"	"treml@tur.cuni.cz"	19	1939	2020	82	"Conifer"	2.78574018269777
"P000809QURO"	"Stribrny_Roh"	50.68306	14.21722	"QUsp"	"467"	"moderate"	"sto-QURO.rwl"	"treml@tur.cuni.cz"	20	1820	2020	201	"Broadleaf"	2.78574018269777
"P000810FASY"	"Stribrny_Roh"	50.685	14.21778	"FASY"	"435"	"moderate"	"stf-FASY.rwl"	"treml@tur.cuni.cz"	21	1905	2020	116	"Broadleaf"	2.78574018269777
"P000811FASY"	"Klic"	50.78861	14.57667	"FASY"	"600"	"rich"	"klf-FASY.rwl"	"treml@tur.cuni.cz"	22	1839	2020	182	"Broadleaf"	21.1387238713726
"P000812PCAB"	"Klic"	50.78833	14.57639	"PCAB"	"621"	"rich"	"klb-PCAB.rwl"	"treml@tur.cuni.cz"	23	1851	2020	170	"Conifer"	21.1387238713726
"P000814FASY"	"Luz"	50.84833	14.64861	"FASY"	"733"	"extreme"	"luz-FASY.rwl"	"treml@tur.cuni.cz"	23	1842	2020	179	"Broadleaf"	24.4915761434318
"P000815FASY"	"Chejlava"	49.5341464	13.5558661	"FASY"	"609"	"moderate"	"chf-FASY.rwl"	"treml@tur.cuni.cz"	24	1832	2021	190	"Broadleaf"	5.9136406018585
"P000816QURO"	"Belysov"	49.4499764	13.2003828	"QUsp"	"628"	"rich"	"bly-QURO.rwl"	"treml@tur.cuni.cz"	25	1805	2021	217	"Broadleaf"	4.43472428485751
"P000817PCAB"	"Hirstein"	49.4697475	12.7166853	"PCAB"	"752"	"acid"	"hip-PCAB.rwl"	"treml@tur.cuni.cz"	25	1916	2021	106	"Conifer"	24.204649835291
"P000818PCAB"	"OstrĹŻvek"	49.7648702	12.4557031	"PCAB"	"771"	"acid"	"dyp-PCAB.rwl"	"treml@tur.cuni.cz"	26	1914	2021	108	"Conifer"	14.0477777675788
"P000819PCAB"	"Hradistsky_Vrh"	49.8711553	12.9799947	"PCAB"	"555"	"rich"	"hrp-PCAB.rwl"	"treml@tur.cuni.cz"	24	1898	2021	124	"Conifer"	-0.185240886906783
"P000820PISY"	"Hradistsky_Vrh"	49.8727586	12.9793964	"PISY"	"580"	"rich"	"hrs-PISY.rwl"	"treml@tur.cuni.cz"	27	1863	2021	159	"Conifer"	-0.185240886906783
"P000821FASY"	"BÄ›lĂ˝Ĺˇov"	49.4503089	13.204005	"FASY"	"594"	"rich"	"blf-FASY.rwl"	"treml@tur.cuni.cz"	23	1806	2021	216	"Broadleaf"	4.27870889441265
"P000822FASY"	"OstrĹŻvek"	49.7648745	12.4557092	"FASY"	"771"	"acid"	"osf-FASY.rwl"	"treml@tur.cuni.cz"	20	1830	2021	192	"Broadleaf"	14.0477777675788
"P000823FASY"	"StarĂ˝_HirĹˇtejn"	49.4695978	12.7155697	"FASY"	"739"	"moist"	"hif-FASY.rwl"	"treml@tur.cuni.cz"	15	1800	2021	222	"Broadleaf"	24.204649835291
"P000824QURO"	"HradiĹˇĹĄskĂ˝_vrch"	49.8707675	12.9880678	"QUsp"	"609"	"extreme"	"hrq-QURO.rwl"	"treml@tur.cuni.cz"	23	1888	2021	134	"Broadleaf"	0.0951286693414052
"P000825QURO"	"LibickĂ˝_vrch"	50.11556	15.17056	"QUsp"	"188"	"moist"	"liq-QURO.rwl"	"treml@tur.cuni.cz"	23	1896	2021	126	"Broadleaf"	-4.98093302528607
"P000826QURO"	"Dymokury"	50.34194	15.14667	"QUsp"	"226"	"moist"	"dyq-QURO.rwl"	"treml@tur.cuni.cz"	26	1872	2021	150	"Broadleaf"	-2.07387792186191
"P000827FASY"	"Belec"	49.4785889	13.2509883	"FASY"	"595"	"rich"	"bef-FASY.rwl"	"treml@tur.cuni.cz"	29	1810	2021	212	"Broadleaf"	2.73114886616667
"P000828FASY"	"Kaluza"	49.8321436	17.8475972	"FASY"	"466"	"moderate"	"kaf.rwl"	"treml@natur.cuni.cz"	22	1850	2022	173	"Broadleaf"	10.582356358394
"P000829QURO"	"Hurky"	49.9956383	17.6981164	"QUsp"	"419"	"moderate"	"HUQ.rwl"	"treml@natur.cuni.cz"	26	1818	2022	205	"Broadleaf"	1.65904765609962
"P000830PISY"	"Hurky"	49.9956304	17.6980525	"PISY"	"419"	"moderate"	"hup.rwl"	"treml@natur.cuni.cz"	24	1829	2022	194	"Conifer"	1.65904765609962
"P000831FASY"	"Radim"	50.0887342	17.5743217	"FASY"	"528"	"moderate"	"RDF21.rwl"	"treml@natur.cuni.cz"	21	1838	2022	185	"Broadleaf"	9.05333175261815
"P000832FASY"	"Karlovice_Sever"	50.1243053	17.4057542	"FASY"	"708"	"moderate"	"krf26.rwl"	"treml@natur.cuni.cz"	26	1832	2022	191	"Broadleaf"	25.610541041034
"P000833FASY"	"Raci_Udoli"	50.3681003	16.9877819	"FASY"	"437"	"extreme"	"RUF-FASY.rwl"	"treml@natur.cuni.cz"	26	1847	2022	176	"Broadleaf"	15.2140995624475
"P000834FASY"	"Nova_Veska"	50.3194658	17.0137278	"FASY"	"526"	"acid"	"nvf21.rwl"	"treml@natur.cuni.cz"	21	1884	2021	138	"Broadleaf"	23.0718113141259
"P000835PCAB"	"Pochvalov"	50.2392463	13.8190732	"PCAB"	"440"	"rich"	"pop24.rwl"	"treml@natur.cuni.cz"	24	1895	2021	127	"Conifer"	-5.76942155669133
"P000836ABAL"	"Borek"	49.2573153	13.3980647	"ABAL"	"783"	"acid"	"bor24.rwl"	"jiri.masek@natur.cuni.cz"	24	1858	2021	164	"Conifer"	23.1609866755642
"P000837PCAB"	"Detansky_Chlum"	50.1973801	13.3041171	"PCAB"	"485"	"moderate"	"dcp31.rwl"	"treml@natur.cuni.cz"	31	1879	2021	143	"Conifer"	-3.33555550699433
"P000838PCAB"	"Udoli_Teple"	50.0437792	12.82354	"PCAB"	"594"	"extreme"	"udp28.rwl"	"treml@natur.cuni.cz"	28	1841	2021	181	"Conifer"	13.9087394593159
"P000839FASY"	"Buky_nad_Kamenickou"	50.5241689	13.3083494	"FASY"	"760"	"extreme"	"bkf.rwl"	"treml@natur.cuni.cz"	26	1772	2021	250	"Broadleaf"	22.0079084898097
"P000840FASY"	"Domaslavice"	50.6691858	13.6752889	"FASY"	"806"	"acid"	"dmf.rwl"	"treml@natur.cuni.cz"	26	1889	2021	133	"Broadleaf"	28.0453656501323
"P000841FASY"	"Milesovka"	50.5552552	13.9292755	"FASY"	"760"	"extreme"	"mlf28.rwl"	"treml@natur.cuni.cz"	28	1816	2021	206	"Broadleaf"	1.8951345338424
"P000842QURO"	"Milesovka"	50.5553261	13.92925	"QUsp"	"760"	"extreme"	"MLQ-TRW.rwl"	"treml@natur.cuni.cz"	28	1828	2022	195	"Broadleaf"	1.8951345338424
"P000843FASY"	"Nebesa"	50.3500556	13.0627817	"FASY"	"471"	"rich"	"nef.rwl"	"treml@natur.cuni.cz"	22	1876	2021	146	"Broadleaf"	12.9547317156817
"P000844PISY"	"Detansky_Chlum"	50.1974268	13.3041396	"PISY"	"485"	"moderate"	"dcs26.rwl"	"treml@natur.cuni.cz"	26	1878	2021	144	"Conifer"	-3.33555550699433
"P000845QURO"	"Pochvalov"	50.239247	13.8191173	"QUsp"	"440"	"rich"	"POQ.rwl"	"treml@natur.cuni.cz"	26	1878	2022	145	"Broadleaf"	-5.76942155669133
"P000846QURO"	"Kamenec"	50.5529453	13.9430403	"QUsp"	"525"	"extreme"	"KMQ.rwl"	"treml@natur.cuni.cz"	26	1878	2022	145	"Broadleaf"	1.24846294095119
"P000847PISY"	"Mortalita_-_Kokorinsko1"	50.4130481	14.5694603	"PISY"	"273"	"extreme"	"01_ALL.rwl"	"jan.tumajer@natur.cuni.cz"	43	1758	2022	265	"Conifer"	-1.74645179515084
"P000848PCAB"	"Srub"	50.0075	16.1729	"PCAB"	"340"	"moderate"	"SRUB.rwl"	"treml@natur.cuni.cz"	63	1891	2018	128	"Conifer"	3.45128367010504
"P000848PISY"	"Mortalita_-_Kokorinsko2"	50.4009586	14.5593108	"PISY"	"239"	"moderate"	"02_ALL.rwl"	"jan.tumajer@natur.cuni.cz"	48	1926	2022	97	"Conifer"	-3.05680269063761
"P000849PISY"	"Mortalita_-_Kokorinsko3"	50.4100122	14.5754042	"PISY"	"282"	"acid"	"03_ALL.rwl"	"jan.tumajer@natur.cuni.cz"	37	1929	2022	94	"Conifer"	-1.74645179515084
"P000850PISY"	"Mortalita_-_Kokorinsko4"	50.438625	14.5841372	"PISY"	"297"	"acid"	"04_ALL.rwl"	"jan.tumajer@natur.cuni.cz"	46	1883	2022	140	"Conifer"	0.74759513400495
"P000851PISY"	"Mortalita_-_Kokorinsko5"	50.4500931	14.4678717	"PISY"	"224"	"acid"	"05_ALL.rwl"	"jan.tumajer@natur.cuni.cz"	55	1835	2022	188	"Conifer"	-3.70426655431588
"P000852PISY"	"Mortalita_-_Kokorinsko6"	50.4095814	14.5735481	"PISY"	"255"	"acid"	"06_ALL.rwl"	"jan.tumajer@natur.cuni.cz"	15	1844	2022	179	"Conifer"	-1.74645179515084
"P800001PCAB"	"BB-131C"	49.0039492	13.7322843	"PCAB"	"976,347"	"rich"	"P800001PCAB_trw_data.rwl"	"jakub.kaspar@vukoz.cz"	30	1840	2016	177	"Conifer"	33.0121689979235
"P800002FASY"	"BB-138F"	48.9803844	13.7212999	"FASY"	"995,53"	"moderate"	"P800002FASY_trw_data.rwl"	"jakub.kaspar@vukoz.cz"	23	1832	2016	185	"Broadleaf"	33.8392918122311
"P800003FASY"	"BB-161D"	48.97667	13.7458	"FASY"	"1000,35"	"rich"	"P800003FASY_trw_data.rwl"	"jakub.kaspar@vukoz.cz"	28	1856	2019	164	"Broadleaf"	33.2077502845476
"P800004FASY"	"BB-203D"	48.97734	13.82507	"FASY"	"1007,76"	"moderate"	"P800004FASY_trw_data.rwl"	"jakub.kaspar@vukoz.cz"	20	1668	2016	349	"Broadleaf"	29.926971871381
"P800005FASY"	"BB-205C"	48.973111	13.8106452	"FASY"	"1088,79"	"moderate"	"P800005FASY_trw_data.rwl"	"jakub.kaspar@vukoz.cz"	25	1656	2016	361	"Broadleaf"	31.2337981440624
"P800006FASY"	"BB-211C"	48.9629817	13.8052075	"FASY"	"1067,71"	"moderate"	"P800006FASY_trw_data.rwl"	"jakub.kaspar@vukoz.cz"	10	1616	2016	401	"Broadleaf"	32.0834468791882
"P800006PCAB"	"BB-211C"	48.9630273	13.8051344	"PCAB"	"1067,71"	"moderate"	"P800006PCAB_trw_data.rwl"	"jakub.kaspar@vukoz.cz"	11	1793	2016	224	"Conifer"	32.0834468791882
"P800007PCAB"	"BB-216C"	48.9680654	13.8489779	"PCAB"	"1107,05"	"acid"	"P800007PCAB_trw_data.rwl"	"jakub.kaspar@vukoz.cz"	26	1816	2016	201	"Conifer"	29.6391549790899
"P800008FASY"	"BB-219B"	48.963833	13.8150032	"FASY"	"936,985"	"moderate"	"P800008FASY_trw_data.rwl"	"jakub.kaspar@vukoz.cz"	17	1752	2016	265	"Broadleaf"	30.8841035472353
"P800008PCAB"	"BB-219B"	48.9637906	13.8149453	"PCAB"	"936,985"	"moderate"	"P800008PCAB_trw_data.rwl"	"jakub.kaspar@vukoz.cz"	18	1828	2015	188	"Conifer"	30.8841035472353
"P800009FASY"	"BB-220C"	48.9563984	13.8070845	"FASY"	"952,84"	"rich"	"P800009FASY_trw_data.rwl"	"jakub.kaspar@vukoz.cz"	21	1702	2017	316	"Broadleaf"	31.1198849840711
"P800010PCAB"	"BB-221A"	48.9590266	13.7958856	"PCAB"	"1127,668"	"rich"	"P800010PCAB_trw_data.rwl"	"jakub.kaspar@vukoz.cz"	11	1814	2016	203	"Conifer"	31.1198849840711
"P800011FASY"	"BB-221D"	48.9544492	13.7993068	"FASY"	"973,82"	"rich"	"P800011FASY_trw_data.rwl"	"jakub.kaspar@vukoz.cz"	14	1850	2017	168	"Broadleaf"	31.1198849840711
"P800011PCAB"	"BB-221D"	48.9544612	13.7993133	"PCAB"	"973,82"	"rich"	"P800011PCAB_trw_data.rwl"	"jakub.kaspar@vukoz.cz"	15	1834	2016	183	"Conifer"	31.1198849840711
"P800012FASY"	"BB-230C"	48.9470999	13.8277097	"FASY"	"968,09"	"rich"	"P800012FASY_trw_data.rwl"	"jakub.kaspar@vukoz.cz"	12	1687	2018	332	"Broadleaf"	30.1352586660286
"P800013PCAB"	"BB-231C"	48.9369608	13.8170955	"PCAB"	"833,954"	"moderate"	"P800013PCAB_trw_data.rwl"	"jakub.kaspar@vukoz.cz"	15	1848	2016	169	"Conifer"	30.1659089950472
"P800014FASY"	"BB-237A"	48.94144	13.83038	"FASY"	"912,96"	"rich"	"P800014FASY_trw_data.rwl"	"jakub.kaspar@vukoz.cz"	21	1695	2016	322	"Broadleaf"	30.0289758807421
